ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
270,254,Vidhi Jaggi,54,6,3,5,2
271,255,Nimrat Ramachandran,29,8,2,4,2
272,256,Upadhriti Pai,24,2,1,2,2
273,257,Nitara Purohit,68,6,7,1,2
274,258,Champak Nayar,38,2,6,3,1
275,259,Suhani Krishnamurthy,68,1,6,5,2
276,260,Bhavika Jani,43,5,7,5,2
277,261,Gaurang Basak,66,1,5,3,1
278,262,Yutika Vohra,23,4,2,4,2
279,263,Siddharth Soman,73,6,7,5,1
280,263,Maya Dhillon,73,1,7,5,2
281,264,Aarna Ramaswamy,71,9,4,1,2
282,265,Udyati Chaudhry,57,1,6,1,2
283,266,Tripti Nagarajan,20,7,3,5,2
284,267,Chaitanya Shere,33,6,6,3,1
285,268,Sai De,36,2,4,3,2
286,269,Chaman Anne,23,9,4,5,2
287,270,Matthew Rana,34,7,5,2,1
288,271,Tanveer Mandal,31,7,7,2,1
289,272,Gavin Banik,42,8,4,4,1
290,273,Gautam Ganguly,24,5,5,4,1
291,274,Upkaar Nair,51,9,6,5,1
292,275,Mohammed Deep,64,9,6,4,1
293,276,Faras Tandon,75,6,7,2,1
294,277,Yashodhara Sandal,67,6,2,4,2
295,278,Chakrika Saha,24,1,3,5,2
296,279,Devika Arya,19,6,6,1,2
297,280,Warda Dhillon,43,9,1,1,2
298,281,Nandini Ramanathan,23,8,3,4,2
299,282,Yug Palan,26,5,7,5,1
300,283,Gaurika Johal,21,6,6,4,2
301,284,Pranav Dutt,20,1,6,3,1
302,285,Charles Bedi,71,6,1,2,1
303,286,Onkar Mangat,38,6,4,4,1
304,286,Brijesh Lata,66,3,1,4,1
305,287,Omkaar Murty,24,2,5,4,1
306,288,Zarna Din,62,6,5,3,2
307,289,Amrita Zacharia,40,4,2,2,2
308,290,Omkaar Keer,35,4,5,3,1
309,291,Yahvi Sampath,20,4,2,5,2
310,292,Anmol Virk,65,5,1,4,1
311,293,Aadhya Das,21,5,4,4,2
312,294,Maya Chakrabarti,47,7,7,4,2
313,295,Mahika Jha,35,6,5,5,2
314,296,Gautam Bala,20,6,2,3,1
315,297,Adya Luthra,28,8,6,4,2
316,298,Parth Kala,42,6,7,1,1
317,299,Krisha Nagy,57,8,2,3,2
318,300,David Pandit,66,3,7,3,1
319,301,Janya Kaur,46,4,2,3,2
320,302,Laksh Handa,73,4,4,4,1
321,303,Amaira Kara,44,5,2,4,2
322,304,Ojas Venkatesh,27,6,1,4,1
323,305,Ayaan Mitra,25,8,4,2,1
324,306,Bahadurjit Hari,52,4,7,5,1
325,307,Barkha Khanna,48,8,2,3,2
326,308,Charles Sha,56,3,1,1,1
327,309,Ishanvi Ratta,38,4,4,2,2
328,310,Hardik Hora,31,2,3,2,1
329,310,Harita Kanda,65,8,7,1,2
330,311,Eshana De,23,6,4,4,2
331,312,Bhavini Ganesh,32,4,7,3,2
332,313,Rudra Kamdar,19,7,5,5,1
333,314,Timothy Kaur,41,9,2,4,1
334,315,Omya Krishna,58,5,2,1,2
335,316,Vedhika Oak,35,2,7,3,2
336,317,Ekaraj Dube,50,5,5,1,1
337,318,Zaitra Boase,74,6,3,3,2
338,319,Yashasvi Shanker,66,6,4,4,2
339,320,Gaurav Sankaran,55,2,5,5,1
340,321,Zayyan Nanda,36,5,6,2,1
341,322,Urvashi Dey,42,8,7,4,2
342,323,Timothy Batta,23,7,3,1,1
343,324,Geetika Basu,30,2,7,5,2
344,324,Chatura Narain,75,2,5,2,1
345,325,Jeremiah Chandran,22,2,7,5,1
346,326,Aishani Dash,40,3,6,1,2
347,327,Nathan Baral,65,4,7,3,1
348,328,Ishani Dass,60,7,3,4,2
349,329,Warda Bahri,74,9,3,1,2
350,330,Yatan Ravel,43,7,7,3,1
351,331,Keya Sridhar,42,7,5,3,2
352,332,Yochana Gulati,20,5,7,5,2
353,333,Aarush Ganguly,62,7,5,5,1
354,334,Thomas Chopra,36,5,5,4,1
355,335,Chasmum Kakar,45,4,2,4,2
356,336,Nakul Khatri,74,4,6,1,1
357,337,Samuel Guha,51,3,3,4,1
358,338,Ekbal Venkatesh,43,6,5,1,1
359,339,Damyanti Saran,60,8,1,4,2
360,340,Chakradev Natarajan,43,6,1,4,1
361,341,Rishi Sampath,45,8,3,1,1
362,342,Odika More,52,1,4,4,2
363,343,Atharv Gola,71,3,5,5,1
364,344,Chasmum Deep,37,2,7,3,2
365,344,Avi Modi,70,3,5,4,1
366,345,Ayaan Char,70,2,7,5,1
367,346,Mahika Saxena,68,2,1,2,2
368,347,Gautam Rajagopalan,72,2,2,3,1
369,348,Hemang Dalal,19,5,4,3,1
370,349,Tristan Dey,54,3,4,5,1
371,349,Naksh Virk,18,2,1,3,1
372,350,Bishakha Kumer,64,4,2,2,2
373,351,Nisha Saraf,23,9,2,2,2
374,352,Jeevika Mahal,33,4,6,4,2
375,353,Krishna Chaudhary,34,9,3,5,1
376,354,Leela Andra,65,5,1,4,2
377,355,Michael Chahal,53,1,6,3,1
378,356,Tanmayi Atwal,47,1,1,4,2
379,357,Isaiah Gill,55,6,7,5,1
380,358,Andrew Sheth,47,9,3,5,1
381,359,Theodore Edwin,73,1,4,2,1
382,360,Eesha Nair,23,8,2,1,2
383,361,Maanav Manda,71,6,1,3,1
384,362,Aditya Iyengar,50,8,1,4,1
385,363,Logan Panchal,61,1,4,2,1
386,364,Nidra Choudhury,34,6,5,5,2
387,365,Chavvi Borde,57,6,4,1,2
388,366,Bhavna Subramanian,37,5,1,3,2
389,367,Harshil Gour,31,4,1,2,1
390,368,Arin Walla,65,2,7,5,1
391,369,Chakrika Lalla,65,9,2,3,2
392,370,Rayaan Kurian,51,1,7,3,1
393,371,Hema Ramesh,19,4,2,1,2
394,372,Aarna Cherian,44,4,6,2,2
395,373,Mekhala Kara,49,5,3,5,2
396,374,Unnati Doctor,45,9,3,1,2
397,375,William Bhavsar,63,8,6,3,1
398,376,Sanaya Sahota,28,4,7,5,2
399,377,Priya Patel,39,3,1,4,2
400,378,Simon Prabhu,26,1,7,1,1
401,379,Zayan Dyal,43,5,6,2,1
402,380,William Munshi,62,2,4,3,1
403,381,Wyatt Bath,51,3,3,5,1
404,382,Chaaya Chander,25,4,4,1,2
405,383,Kashvi Joshi,36,6,2,4,2
406,384,Bahadurjit Mammen,23,7,6,1,1
407,385,Urvi Peri,58,2,6,4,2
408,386,Priya Shukla,20,2,3,3,2
409,387,Vrinda Dhingra,19,5,1,1,2
410,388,Pavani Mishra,48,8,6,3,2
411,389,Abhimanyu Dora,60,7,3,2,1
412,390,Hritik Pall,54,3,6,2,1
413,391,Urmi Raj,43,6,4,2,2
414,392,Hitesh Kapoor,36,3,6,5,1
415,393,Jai Agrawal,38,3,3,2,1
416,394,Harini Rau,25,1,6,3,2
417,395,Akshay Brar,37,2,4,5,1
418,396,Dalaja Choudhry,20,9,6,4,2
419,396,Darsh Chhabra,70,9,6,3,1
420,397,Gaurika Gole,20,6,3,4,2
421,398,Gauri Vig,74,6,5,1,2
422,399,Harish Chanda,56,3,2,3,1
423,400,Nathaniel Chokshi,75,1,5,2,1
424,401,Krisha Bora,61,4,5,3,2
425,402,Urishilla Nadkarni,25,3,6,5,2
426,403,Bhavya Singhal,30,9,3,4,2
427,404,Ojasvi Sarin,49,8,4,4,2
428,405,Falak Sachdev,22,2,6,1,2
429,406,Ijaya Sura,51,1,3,3,2
430,407,Chatresh Choudhary,69,2,5,2,1
431,408,Gunbir Menon,47,8,3,5,1
432,409,Chandresh Kannan,55,8,1,3,1
433,410,Tanish Natt,27,8,4,4,1
434,411,Ishaan Vohra,45,6,1,4,1
435,412,Dayita Madan,39,6,5,3,2
436,413,Libni Palla,69,4,6,4,2
437,414,Finn Mitter,19,5,2,5,1
438,415,Caleb Madan,42,4,6,3,1
439,416,Tejas Naidu,25,5,3,1,1
440,417,Akshay Bala,72,3,2,2,1
441,418,Damyanti Nath,66,1,5,2,2
442,419,Harish Contractor,31,7,2,3,1
443,420,Samaksh Sule,66,7,5,4,1
444,421,Wakeeta Mann,35,6,2,2,2
445,422,Nidra Bandi,32,9,1,4,2
446,423,Ronith Bir,63,8,4,5,1
447,424,Ojasvi Kata,59,5,1,3,2
448,425,Yatan Sarma,45,7,1,1,1
449,426,Panini Goyal,45,8,6,5,2
450,427,Ladli Ramakrishnan,42,4,6,2,2
451,428,Anamika Nigam,19,6,4,4,2
452,429,Prisha Bobal,43,4,4,1,2
453,430,Warda Ben,28,6,7,3,2
454,431,Barkha Bose,47,6,5,2,2
455,432,Vamakshi Mittal,47,5,1,3,2
456,433,Thomas Setty,62,2,7,2,1
457,434,Ishanvi Raghavan,19,1,1,5,2
458,435,Chatura Rama,23,6,1,3,1
459,436,Neelima Nazareth,28,1,3,3,2
460,437,Samarth Bhardwaj,42,5,4,5,1
461,438,Kabir Babu,32,7,2,1,1
462,439,Amruta Dyal,31,4,1,4,2
463,440,Ranbir Bali,34,8,2,3,1
464,441,Omya Kibe,42,4,2,5,2
465,442,Krisha Reddy,49,3,4,3,2
466,443,Geetika Bora,59,7,6,4,2
467,444,Maanav Sood,46,8,4,1,1
468,445,Mekhala Naidu,64,3,6,2,2
469,446,Damyanti Kata,23,2,4,3,2
470,447,Tarak Tak,66,5,6,4,1
471,448,Anirudh Sant,27,9,6,5,1
472,449,Owen Sule,42,9,3,1,1
473,450,Akshay Mannan,34,9,5,4,1
474,451,Nitesh Dayal,51,1,6,4,1
475,452,Andrew Bahri,58,5,2,2,1
476,453,Charvi Raman,28,6,4,3,2
477,454,Upkaar Kapur,34,8,1,4,1
478,455,Zaid Munshi,60,9,5,4,1
479,456,Sudiksha Andra,38,4,1,2,2
480,457,Fitan Viswanathan,73,7,2,5,1
481,458,Niharika Pillai,19,3,1,3,2
482,459,Jagrati Ganguly,60,9,1,4,2
483,460,Ekbal Sarkar,48,2,1,5,1
484,461,Indira Sathe,67,6,2,3,2
485,462,Xalak Ghose,73,9,4,1,2
486,463,Chanakya Mall,65,1,2,2,1
487,464,Zayyan Rout,51,1,2,1,1
488,465,Dominic Mukherjee,56,8,7,3,1
489,466,Anita Rajan,27,4,2,5,2
490,467,Gauri Sama,43,6,5,1,2
491,467,Oliver Nayar,51,5,3,2,1
492,468,Netra Baria,36,9,3,3,2
493,469,Veer Randhawa,21,3,5,4,1
494,470,Vincent Kibe,43,8,3,2,1
495,471,Janya Gokhale,18,2,3,3,2
496,472,Vidhi Butala,37,8,5,5,2
497,473,Nidra Sandal,22,9,1,3,2
498,474,Balveer Doctor,26,4,6,4,1
499,475,Rachana Bansal,20,6,1,3,2
500,476,Anirudh Din,26,9,4,2,1
501,477,Kalpit Mitter,52,1,7,1,1
502,478,Nathan Chatterjee,56,9,4,2,1
503,479,Faqid Shere,35,1,7,1,1
504,480,Upkaar Sibal,75,9,7,2,1
505,481,Chanakya Randhawa,60,4,3,4,1
506,482,Nitara Thakkar,69,5,5,4,2
507,483,Samarth Bajaj,28,3,6,2,1
508,484,Tristan Khurana,43,2,3,2,1
509,485,Reyansh Bobal,29,7,1,3,1
510,486,Pallavi Dhar,37,8,2,3,2
511,487,Anita Dey,18,1,4,1,2
512,488,Abha Lad,18,5,5,1,2
513,489,Indira Parikh,65,7,7,2,2
514,490,Vansha Virk,60,9,1,1,2
515,491,Azaan Johal,26,9,3,4,1
516,491,Jairaj Sood,40,5,6,4,1
517,492,Upasna Choudhury,33,7,3,5,2
518,493,Yagnesh Ahuja,30,5,2,5,1
519,494,Farhan Nanda,39,3,2,4,1
520,494,Turvi Luthra,48,5,4,4,2
521,495,Adya Jain,31,1,5,4,2
522,496,Arin Ramakrishnan,39,4,5,1,1
523,497,Jason Narang,55,3,2,3,1
524,498,Ojas Issac,30,7,7,5,1
525,499,Yatan Mandal,28,8,4,5,1
526,500,Manya Shroff,53,9,1,5,2
527,501,Girindra Divan,20,4,5,5,1
528,502,Unnati Madan,38,1,3,2,2
529,503,Diya Chander,29,4,2,2,2
530,504,Raagini Patel,27,2,2,4,2
531,505,Arin Dhaliwal,59,4,4,5,1
532,506,Gautam Patla,64,4,1,5,1
533,506,Finn Balan,64,5,1,4,1
534,507,Vincent Sagar,52,6,3,4,1
535,507,Ekani Acharya,72,6,5,2,2
536,508,Saksham Mandal,24,9,2,1,1
537,509,Anika Khanna,61,3,4,4,2
538,510,Chasmum Oommen,56,2,5,4,2
539,511,Zayyan Gopal,68,6,1,4,1
540,512,Unnati Jain,27,8,1,1,2
541,513,Nachiket Joshi,42,1,7,3,1
542,514,Ekiya Ratti,18,9,1,2,2
543,515,Faraj Bobal,31,8,3,5,1
544,516,Tarak Sama,19,4,2,1,1
545,517,Raghav Venkataraman,36,4,2,1,1
546,518,Yutika Barad,28,5,7,2,2
547,519,Suhani Pall,48,7,6,3,2
548,520,Rayaan Jain,33,6,7,2,1
549,521,Karan Dhingra,54,9,7,1,1
550,522,Thomas Kalita,62,6,5,1,1
551,523,Kalpit Patla,63,2,1,5,1
552,524,Naksh Cheema,39,6,3,2,1
553,525,Lajita Bala,24,2,6,4,2
554,526,Praneel Dar,63,8,3,2,1
555,527,Samar Raj,46,9,6,2,1
556,528,Champak Ganguly,65,1,5,3,1
557,528,Abeer Agrawal,62,2,3,1,1
558,529,Alexander Barad,64,2,7,2,1
559,530,Kashvi Swaminathan,27,5,5,3,2
560,531,Oeshi Deshmukh,35,3,3,1,2
561,532,Zarna Barman,29,8,1,2,2
562,533,Odika Bora,70,4,3,5,2
563,534,Jhalak Prabhu,18,7,7,4,2
564,535,Widisha Kulkarni,58,7,1,1,2
565,536,Isha Chadha,19,6,2,5,2
566,537,Vaishnavi Barman,45,8,5,5,2
567,538,Ayush Choudhury,69,5,7,2,1
568,539,Dipta Kapur,31,9,6,5,2
569,540,Lavanya Dyal,18,7,2,5,2
570,541,Sudiksha Deol,39,5,7,1,2
571,542,Irya Kalla,64,9,5,4,2
572,543,Chanakya Bhattacharyya,23,5,7,5,1
573,544,Vyanjana Nigam,29,6,3,3,2
574,545,Dakshesh Din,25,6,1,1,1
575,546,Bhavya Goel,68,7,3,2,2
576,547,Nathaniel Ganesan,60,7,3,4,1
577,548,Ranveer Iyengar,30,8,1,5,1
578,549,Dakshesh Bajaj,35,6,5,2,1
579,550,Garima Sharma,29,6,7,3,2
580,551,Ira Tandon,70,3,4,4,2
581,552,Ladli Pai,43,7,6,3,2
582,553,Chanchal Nagar,62,4,4,3,2
583,554,Vidhi Shenoy,63,3,7,2,2
584,555,Hardik Bains,46,8,5,1,1
585,556,Janaki Saha,20,8,6,1,2
586,557,Indali Datta,49,7,5,4,2
587,558,Lakshit Dhar,64,3,7,4,1
588,559,Neelima Bhat,35,3,7,5,2
589,560,Vasatika Majumdar,38,4,7,3,2
590,561,Neel Baral,39,8,6,5,1
591,562,Azaan Vohra,67,6,1,4,1
592,563,Zashil Nagarajan,35,1,3,4,1
593,564,Sneha Kala,35,7,1,3,2
594,565,Chatresh Jha,59,8,4,3,1
595,566,Xalak Srinivasan,43,3,3,2,2
596,567,Alka Mishra,65,9,4,3,2
597,568,Krishna Bajaj,28,1,5,3,1
598,568,Azad Dua,56,3,1,1,1
599,569,Lohit Srinivas,66,8,6,2,1
600,570,Chanchal Pillai,18,3,2,4,2
601,571,Vidhi Seshadri,41,6,6,5,2
602,572,Devika Nanda,74,4,3,1,2
